,geom_id,species_id,smiles,num_atoms,energy,dipole_x,dipole_y,dipole_z,components
0,416488283,5387528,COCCOCCOCCOC,30,-386920.49444694,-0.08657338470220566,-0.07679419219493866,0.3264123499393463,0
1,416488202,5387528,COCCOCCOCCOC,30,-386920.14519205363,-0.10123159736394882,-0.07922311127185822,0.3121510446071625,0
2,416487807,5387528,COCCOCCOCCOC,30,-386917.03292004165,0.14580418169498444,-0.1788671761751175,0.242892324924469,0
3,416487441,5387528,COCCOCCOCCOC,30,-386916.7086082565,-0.2918570935726166,-0.30361542105674744,-0.12667442858219147,0
4,416487486,5387528,COCCOCCOCCOC,30,-386917.95993556967,-0.1222134679555893,-0.2546771168708801,0.26076263189315796,0
5,416488995,5387528,COCCOCCOCCOC,30,-386920.5459577344,-0.09369082003831863,-0.0764237716794014,0.30390116572380066,0
6,534023246,5387528,COCCOCCOCCOC,30,-386890.42551409156,0.15288987755775452,-0.1659446805715561,0.2557778060436249,0
7,534022686,5387528,COCCOCCOCCOC,30,-386886.4381708872,0.20609335601329803,-0.09768611192703247,0.1834762990474701,0
8,416487625,5387528,COCCOCCOCCOC,30,-386917.04309179826,-0.2938891351222992,-0.3076583445072174,-0.12788625061511993,0
9,534024179,5387528,COCCOCCOCCOC,30,-386872.0651174799,-0.03701594099402428,0.029501628130674362,0.4811490476131439,0
10,416488335,5387528,COCCOCCOCCOC,30,-386919.61217031674,-0.09156353026628494,-0.07922840863466263,0.3292381763458252,0
11,416487402,5387528,COCCOCCOCCOC,30,-386919.20084291237,-0.20615154504776,0.04928756505250931,0.45213425159454346,0
12,534022785,5387528,COCCOCCOCCOC,30,-386869.5072835088,-0.30906063318252563,0.09835287183523178,0.8286861181259155,0
13,534023192,5387528,COCCOCCOCCOC,30,-386890.6617658413,-0.07257664948701859,-0.09986632317304611,0.29611167311668396,0
14,416488901,5387528,COCCOCCOCCOC,30,-386918.82695990935,-0.09354794770479202,-0.07970995455980301,0.31814661622047424,0
15,416487628,5387528,COCCOCCOCCOC,30,-386918.06613050774,-0.3041922152042389,-0.2859567701816559,-0.12816672027111053,0
16,534022722,5387528,COCCOCCOCCOC,30,-386891.8530162515,-0.15743021667003632,-0.15269936621189117,0.32439088821411133,0
17,534023351,5387528,COCCOCCOCCOC,30,-386871.69566624437,0.2274932563304901,-0.2504013478755951,0.11025407165288925,0
18,534023401,5387528,COCCOCCOCCOC,30,-386875.27205949125,0.14837069809436798,-0.11995917558670044,0.3638781011104584,0
