,geom_id,species_id,smiles,num_atoms,energy,dipole_x,dipole_y,dipole_z,components
0,534023439,5387528,COCCOCCOCCOC,30,-386871.9717121437,0.09921543300151825,-0.1829259693622589,0.47480419278144836,0
1,416488978,5387528,COCCOCCOCCOC,30,-386917.2148140304,-0.07004717737436295,-0.0909867212176323,0.39174985885620117,0
2,534022962,5387528,COCCOCCOCCOC,30,-386892.96969220834,-0.25928622484207153,-0.3335615396499634,0.3238828778266907,0
3,416489435,5387528,COCCOCCOCCOC,30,-386920.4634989647,-0.09857513010501862,-0.07371437549591064,0.3014298975467682,0
4,534022718,5387528,COCCOCCOCCOC,30,-386891.98989132326,-0.015076258219778538,-0.19798634946346283,0.26921889185905457,0
5,534023538,5387528,COCCOCCOCCOC,30,-386890.7915523238,0.0009683942189440131,0.08838317543268204,0.3423352837562561,0
6,416488275,5387528,COCCOCCOCCOC,30,-386919.59719454154,-0.07229089736938477,-0.08219709247350693,0.36974138021469116,0
7,416487924,5387528,COCCOCCOCCOC,30,-386917.89353795757,0.14466115832328796,-0.1499105989933014,0.3315083384513855,0
8,416488869,5387528,COCCOCCOCCOC,30,-386920.18241305795,-0.09931597113609314,-0.07290473580360413,0.3147546052932739,0
9,416488303,5387528,COCCOCCOCCOC,30,-386920.4782490066,-0.10355468094348907,-0.07241261005401611,0.2827499508857727,0
10,416487884,5387528,COCCOCCOCCOC,30,-386916.0945583353,0.2042306512594223,-0.17575031518936157,0.1983567774295807,0
11,416487652,5387528,COCCOCCOCCOC,30,-386919.40690683416,-0.17147986590862274,-0.33246085047721863,0.26867911219596863,0
12,534023494,5387528,COCCOCCOCCOC,30,-386889.58620217856,0.07923369854688644,0.07870452105998993,0.23125572502613068,0
13,416489356,5387528,COCCOCCOCCOC,30,-386920.52072828996,-0.08974315971136093,-0.07721753418445587,0.3034513592720032,0
14,416489082,5387528,COCCOCCOCCOC,30,-386919.42727733665,-0.09918367862701416,-0.06961854547262192,0.2929895222187042,0
15,534022722,5387528,COCCOCCOCCOC,30,-386891.8530162515,-0.15743021667003632,-0.15269936621189117,0.32439088821411133,0
16,534023284,5387528,COCCOCCOCCOC,30,-386891.1190676132,0.10899461805820465,-0.15807580947875977,0.2862478196620941,0
17,416489491,5387528,COCCOCCOCCOC,30,-386919.0616407701,-0.08749944716691971,-0.0679040178656578,0.31192877888679504,0
18,534943967,5387528,COCCOCCOCCOC,30,-386897.8560869029,0.11085732281208038,-0.13722093403339386,-0.3533157408237457,0
19,534944275,5387528,COCCOCCOCCOC,30,-386882.1268826355,-0.5527731776237488,0.15024398267269135,0.026162520051002502,0
20,416488311,5387528,COCCOCCOCCOC,30,-386919.0705563137,-0.057706769555807114,-0.11102137714624405,0.1550118774175644,0
21,416489200,5387528,COCCOCCOCCOC,30,-386904.40445468796,-0.03839709609746933,-0.03550778701901436,0.01303363498300314,0
22,534022572,5387528,COCCOCCOCCOC,30,-386890.8348205139,-0.13509364426136017,-0.040116921067237854,0.3538607656955719,0
23,534023120,5387528,COCCOCCOCCOC,30,-386891.6764369567,-0.0358729213476181,-0.07517491281032562,0.3345087766647339,0
24,416487811,5387528,COCCOCCOCCOC,30,-386917.4614382426,0.126161128282547,-0.17830096185207367,0.24817880988121033,0
25,534943971,5387528,COCCOCCOCCOC,30,-386889.53659983375,-0.43222662806510925,0.27545788884162903,0.32478776574134827,0
26,416487593,5387528,COCCOCCOCCOC,30,-386919.7606968037,-0.12488052248954773,-0.034724604338407516,0.30690690875053406,0
27,534023480,5387528,COCCOCCOCCOC,30,-386893.0188078901,-0.10364993661642075,-0.10885175317525864,0.3198452889919281,0
28,416487302,5387528,COCCOCCOCCOC,30,-386917.0540621831,0.12321361154317856,-0.1171174943447113,0.37759438157081604,0
29,534023414,5387528,COCCOCCOCCOC,30,-386890.77807189734,0.08036613464355469,-0.21189840137958527,0.4483824074268341,0
30,534944116,5387528,COCCOCCOCCOC,30,-386887.59833954327,0.10369756072759628,-0.30519235134124756,0.3209512531757355,0
31,416488918,5387528,COCCOCCOCCOC,30,-386918.57391514827,-0.09395012259483337,-0.0751643255352974,0.3053140640258789,0
