,geom_id,species_id,smiles,num_atoms,energy,dipole_x,dipole_y,dipole_z,components
0,183417760,5387530,COCCOCCOCCOCCOC,37,-483414.97413948755,-0.3983645737171173,0.05028241500258446,-0.16207638382911682,0
1,183418704,5387530,COCCOCCOCCOCCOC,37,-483421.90382063657,-0.022855162620544434,-0.09183870255947113,0.2960852086544037,0
2,111042428,5387530,COCCOCCOCCOCCOC,37,-483431.3085299686,-0.13329973816871643,-0.18605868518352509,0.34702908992767334,0
3,58355095,5387530,COCCOCCOCCOCCOC,37,-483405.147047783,-0.6914864182472229,-0.18207398056983948,-0.3447853922843933,0
4,183418609,5387530,COCCOCCOCCOCCOC,37,-483422.7669141998,0.1205412745475769,0.158366858959198,0.04257230460643768,0
5,58227193,5387530,COCCOCCOCCOCCOC,37,-483428.4495365233,0.3690322935581207,-0.04335548356175423,0.11622847616672516,0
6,183418529,5387530,COCCOCCOCCOCCOC,37,-483417.45118439745,-0.0456521138548851,0.39942294359207153,-0.3127436935901642,0
7,114529051,5387530,COCCOCCOCCOCCOC,37,-483435.99653906014,0.1529533714056015,0.0026353024877607822,0.11331799626350403,0
8,119499473,5387530,COCCOCCOCCOCCOC,37,-483437.4445204286,0.10788864642381668,0.10277678817510605,-0.37581634521484375,0
9,183417822,5387530,COCCOCCOCCOCCOC,37,-483417.44613246236,0.23066303133964539,-0.11240781098604202,-0.12300194799900055,0
10,183417749,5387530,COCCOCCOCCOCCOC,37,-483414.1712763858,-0.0990937203168869,-0.11297932267189026,-0.13882434368133545,0
11,106886654,5387530,COCCOCCOCCOCCOC,37,-483437.74401605694,-0.09198686480522156,0.20114023983478546,0.4683535695075989,0
12,183417915,5387530,COCCOCCOCCOCCOC,37,-483420.97059103724,0.18727050721645355,0.2555396556854248,-0.22750914096832275,0
13,58209314,5387530,COCCOCCOCCOCCOC,37,-483438.1723583068,-0.433814138174057,0.1422269493341446,-0.03249676898121834,0
14,183418635,5387530,COCCOCCOCCOCCOC,37,-483421.2666333185,0.06513641774654388,0.04085777327418327,-0.2212013453245163,0
15,183418508,5387530,COCCOCCOCCOCCOC,37,-483426.96318678843,-0.33834531903266907,0.1898423135280609,0.2645409405231476,0
16,183418660,5387530,COCCOCCOCCOCCOC,37,-483410.200525849,0.2417440116405487,0.04883246868848801,-0.32181379199028015,0
17,183418670,5387530,COCCOCCOCCOCCOC,37,-483425.60962724563,-0.4646863639354706,0.15622368454933167,0.26045042276382446,0
